Dyntaxa ID number,Establishment,Växtsätt,kontroll,Växtnamn,Medelhöjd (cm),Maxhöjd (cm),Blomningsstart,Blomningsslut,Phenology,Börjar Blomma,Extreme phenology,Sena,Blommande?,Blomfärg
222810,Non-resident,Buske,#REF!,Rhododendron maximum,300,600,Juni,Juli,8,8. B Jun,1,22-jun,Ja,Vit
235131,Non-resident,Buske,#REF!,Rhododendron ponticum L.,100,300,Maj,Juni, ,Ingen data, ,Ingen data,Ja,Lila
221151,Resident,Buske,#REF!,Rhododendron tomentosum Harmaja,50,100,Maj,Juni,7,7.S Maj,2,07-jul,Ja,Vit
223327,Non-resident,Buske,#REF!,Rhus typhina L.,300,800,Juni,Juli, ,Ingen data, ,Ingen data,Ja,Grön
222653,Resident,Gräs/halvgräs,#REF!,Rhynchospora alba (L.) Vahl,10,50,Juli,Augusti,10,10. B Jul,3,22-jul,Ja,Vit
222654,Resident,Gräs/halvgräs,#REF!,Rhynchospora fusca (L.) W. T. Aiton,10,30,Juni,Juli,10,10. B Jul,3,22-jul,Ja,Brun
223360,Resident,Buske,#REF!,Ribes × houghtonianum Jancz.,100,200,Maj,Juni,5,5. S Apr,4,06-aug,Ja,Vit
223361,Resident,Buske,#REF!,Ribes × pallidum Otto & A.Dietr.,100,300,Maj,Juni,5,5. S Apr,4,06-aug,Ja,Vit
223362,Resident,Buske,#REF!,Ribes alpinum L.,100,200,Maj,Juni,5,5. S Apr,4,06-aug,Ja,Grön 
223363,Non-resident,Buske,#REF!,Ribes aureum Pursh,100,200,Maj,Juni,5,5. S Apr,4,06-aug,Ja,Gul
223365,Non-resident,Buske,#REF!,Ribes divaricatum Douglas,100,300,Maj,Juni,5,5. S Apr,4,06-aug,Ja,Vit
223366,Resident,Buske,#REF!,Ribes nigrum L.,100,300,Maj,Juni,5,5. S Apr,4,06-aug,Ja,Grön
223368,Resident,Buske,#REF!,Ribes rubrum L.,100,300,Maj,Juni,5,5. S Apr,4,06-aug,Ja,Vit
223369,Non-resident,Buske,#REF!,Ribes sanguineum Pursh,100,300,April,Juni,5,5. S Apr,4,06-aug,Ja,Rosa
223370,Resident,Buske,#REF!,Ribes spicatum E. Robson,100,200,Maj,Juni,5,5. S Apr,4,06-aug,Ja,Grön
223371,Resident,Buske,#REF!,Ribes uva-crispa L.,100,200,Maj,Juni,5,5. S Apr,4,06-aug,Ja,Grön 
221302,Resident,Träd,#REF!,Robinia pseudoacacia L.,500,2500,Juni,Juli, ,Ingen data, ,Ingen data,Ja,Vit
261627,Non-resident,Ört,#REF!,Rodgersia aesculifolia Batalin,50,150,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Grön
223372,Non-resident,Ört,#REF!,Rodgersia podophylla A. Gray,50,150,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Vit
220581,Resident,Ört,#REF!,Rorippa × anceps (Wahlenb.) Rchb.,20,80,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Gul
220582,Resident,Ört,#REF!,Rorippa × armoracioides (Tausch) Fuss,10,60,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Gul
220583,Resident,Vattenväxt,#REF!,Rorippa amphibia (L.) Besser,10,50,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Vit
220584,Resident,Ört,#REF!,Rorippa austriaca (Crantz) Besser,30,100,Juli,Augusti,9,9. S Jun,2,07-jul,Ja,Gul
220585,Resident,Ört,#REF!,Rorippa palustris (L.) Besser,10,60,Juni,September,7,7.S Maj,2,07-jul,Ja,Vit
220586,Resident,Ört,#REF!,Rorippa sylvestris (L.) Besser,20,60,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Gul
223096,Resident,Buske,#REF!,Rosa × damascena Mill.,150,300,Maj,Juni, ,Ingen data, ,Ingen data,Ja,Rosa
223099,Resident,Buske,#REF!,Rosa × spaethiana Graebn.,100,200,Juni,Juli,11,11. S Jul,4,06-aug,Ja,Rosa
1396,Resident,Buske,#REF!,Rosa acicularis Lindl.,100,200,Maj,Juni, ,Ingen data, ,Ingen data,Ja,Rosa
1397,Resident,Buske,#REF!,Rosa agrestis Savi,100,300,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Vit
223104,Resident,Buske,#REF!,Rosa canina agg.,100,300,Juni,Juli,8,8. B Jun,1,22-jun,Ja,Vit
223107,Resident,Buske,#REF!,Rosa elliptica Tausch,100,300,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Vit
223110,Resident,Buske,#REF!,Rosa glauca Pourr.,150,300,Maj,Juni,9,9. S Jun,2,07-jul,Ja,Rosa
223114,Resident,Buske,#REF!,Rosa majalis Herm.,100,300,Maj,Juni,8,8. B Jun,1,22-jun,Ja,Rosa
232135,Resident,Buske,#REF!,Rosa micrantha Borrer ex Sm.,100,300,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Vit
225021,Resident,Buske,#REF!,Rosa mollis Sm.,100,200,Juni,Juli,8,8. B Jun,1,22-jun,Ja,Rosa
223115,Non-resident,Buske,#REF!,Rosa multiflora Thunb.,100,300,Juni,Juli,9,9. S Jun,2,07-jul,Ja,Vit
223119,Resident,Buske,#REF!,Rosa rubiginosa L.,100,300,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Rosa
223120,Resident,Buske,#REF!,Rosa rugosa Thunb.,100,300,Juni,Augusti,7,7.S Maj,2,07-jul,Ja,Rosa
223122,Resident,Buske,#REF!,Rosa sherardii Davies,100,300,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Rosa
1401,Extinct,Buske,#REF!,Rosa spinosissima L.,50,200,Maj,Juni,8,8. B Jun,1,22-jun,Ja,Vit
1400,Resident,Buske,#REF!,Rosa tomentella,100,200,Maj,Juni,8,8. B Jun,1,22-jun,Ja,Rosa
1912,Resident,Buske,#REF!,Rosa tomentosa Sm.,150,300,Maj,Juni, ,Ingen data, ,Ingen data,Ja,Rosa
225022,Resident,Buske,#REF!,Rosa villosa L.,50,200,Juni,Augusti,7,7.S Maj,2,07-jul,Ja,Rosa
223126,Resident,Buske,#REF!,Rosa virginiana Mill.,100,200,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Rosa
223106,Resident,Buske,#REF!,Rosa vosagica,50,150,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Rosa
1398,Resident,Buske,#REF!,Rosa x inodora Fr.,100,300,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Vit
221452,Resident,Ört,#REF!,Rubia tinctorum L.,30,100,Juli,September, ,Ingen data, ,Ingen data,Ja,Röd
220845,Resident,Klättrande växt,#REF!,Rubrivena polystachya (Wall. ex Meisn.) M. Král,50,150,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Röd
223128,Resident,Buske,#REF!,Rubus allegheniensis Porter,50,300,Juni,Augusti,9,9. S Jun,2,07-jul,Ja,Vit
223129,Resident,Ört,#REF!,Rubus arcticus L.,10,20,Juni,Juli, ,Ingen data, ,Ingen data,Ja,Rosa
223130,Resident,Buske,#REF!,Rubus armeniacus Focke,150,300,Juni,Augusti,9,9. S Jun,2,07-jul,Ja,Vit
1403,Resident,Buske,#REF!,Rubus axillaris Lej.,50,200,Juni,Augusti,9,9. S Jun,2,07-jul,Ja,Vit
235038,Resident,Buske,#REF!,Rubus bertramii G. Braun,150,300,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Vit
223133,Resident,Buske,#REF!,Rubus bifrons Vest,150,300,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Vit
223134,Resident,Buske,#REF!,Rubus caesius L.,50,150,Juni,Augusti,7,7.S Maj,2,07-jul,Ja,Vit
264505,Resident,Buske,#REF!,Rubus canadensis L.,100,300,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Vit
223136,Resident,Ört,#REF!,Rubus chamaemorus L.,10,30,Juni,Augusti,7,7.S Maj,2,07-jul,Ja,Vit
223137,Resident,Buske,#REF!,Rubus chlorothyrsos Focke,50,200,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Vit
1404,Extinct,Buske,#REF!,Rubus dasyphyllus (W. M. Rogers) E. S. Marshall,100,300,Juni,Juli, ,Ingen data, ,Ingen data,Ja,Vit
1405,Resident,Buske,#REF!,Rubus divaricatus P. J. Müll.,100,300,Juni,Augusti,9,9. S Jun,2,07-jul,Ja,Vit
223143,Resident,Buske,#REF!,Rubus echinatus Lindley,100,300,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Vit
232136,Resident,Buske,#REF!,Rubus flaccidifolius P. J. Müll.,50,200,Juni,Augusti,9,9. S Jun,2,07-jul,Ja,Vit
235139,Resident,Buske,#REF!,Rubus gillotii Boulay,100,300,Juni,Augusti,9,9. S Jun,2,07-jul,Ja,Vit
223151,Resident,Buske,#REF!,Rubus grabowskii Weihe ex Günther et al.,50,200,Juni,Augusti,9,9. S Jun,2,07-jul,Ja,Vit
223152,Resident,Buske,#REF!,Rubus gratus Focke,50,200,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Vit
1407,Resident,Buske,#REF!,Rubus hartmanii Gand.,50,200,Juni,Augusti,9,9. S Jun,2,07-jul,Ja,Vit
235039,Resident,Buske,#REF!,Rubus henrici-weberi A. Beek,50,200,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Vit
266084,Resident,Buske,#REF!,Rubus hirtus Waldst. & Kit.,150,300,Juni,Augusti,9,9. S Jun,2,07-jul,Ja,Vit
223156,Resident,Buske,#REF!,Rubus idaeus L.,150,200,Juni,Augusti,7,7.S Maj,2,07-jul,Ja,Vit
1408,Resident,Buske,#REF!,Rubus infestus Weihe,50,300,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Vit
1409,Resident,Buske,#REF!,Rubus insularis F. Aresch.,100,300,Juni,Augusti,9,9. S Jun,2,07-jul,Ja,Vit
223159,Resident,Buske,#REF!,Rubus laciniatus Willd.,150,300,Juni,Augusti,10,10. B Jul,3,22-jul,Ja,Vit
223165,Resident,Buske,#REF!,Rubus lindebergii P. J. Müll.,100,300,Juni,Augusti,9,9. S Jun,2,07-jul,Ja,Vit
1924,Resident,Buske,#REF!,Rubus loehrii Wirtg.,150,300,Juni,Augusti,9,9. S Jun,2,07-jul,Ja,Vit
223168,Resident,Buske,#REF!,Rubus montanus Lib. ex Lej.,100,300,Juni,Augusti,9,9. S Jun,2,07-jul,Ja,Vit
1413,Resident,Buske,#REF!,Rubus muenteri T. Marsson,150,300,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Vit
225029,Resident,Buske,#REF!,Rubus nessensis Hall,50,200,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Vit
223174,Non-resident,Buske,#REF!,Rubus odoratus L.,100,300,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Rosa
223175,Resident,Buske,#REF!,Rubus parviflorus Nutt.,100,300,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Vit
223176,Resident,Buske,#REF!,Rubus pedemontanus Pinkw.,50,200,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Vit
223178,Resident,Buske,#REF!,Rubus plicatus Weihe & Nees,50,200,Juni,Augusti,9,9. S Jun,2,07-jul,Ja,Vit
1411,Resident,Buske,#REF!,Rubus polyanthemus Lindeb.,150,300,Juni,Augusti,9,9. S Jun,2,07-jul,Ja,Vit
1406,Resident,Buske,#REF!,Rubus pseudopallidus (Gust.) Å. Gust.,150,300,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Vit
1412,Resident,Buske,#REF!,Rubus pyramidalis Kaltenb.,50,300,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Vit
223183,Resident,Buske,#REF!,Rubus radula Weihe,50,150,Juni,Augusti,9,9. S Jun,2,07-jul,Ja,Vit
235041,Resident,Buske,#REF!,Rubus rubercadaver A. Beek,50,200,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Vit
264506,Resident,Buske,#REF!,Rubus rudis Weihe,50,200,Juni,Augusti,9,9. S Jun,2,07-jul,Ja,Vit
223185,Resident,Ört,#REF!,Rubus saxatilis L.,10,30,Juni,Juli,8,8. B Jun,1,22-jun,Ja,Vit
1928,Resident,Buske,#REF!,Rubus sciocharis (Sudre) W. C. R. Watson,50,200,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Vit
1410,Resident,Buske,#REF!,Rubus scissoides H. E. Weber ex G. H. Loos ined.,50,200,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Vit
1414,Resident,Buske,#REF!,Rubus scissus W. C. R. Watson,50,150,Juni,Augusti,9,9. S Jun,2,07-jul,Ja,Vit
220629,Resident,Buske,#REF!,Rubus sect. Corylifolii,50,300,Juli,Augusti,9,9. S Jun,2,07-jul,Ja,Vit
223188,Resident,Buske,#REF!,Rubus senticosus Köhler ex Weihe,50,200,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Vit
1415,Resident,Buske,#REF!,Rubus septentrionalis W. C. R. Watson,50,300,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Vit
256553,Resident,Buske,#REF!,Rubus silvaticus Weihe & Nees,100,300,Juni,Augusti,9,9. S Jun,2,07-jul,Ja,Vit
223190,Resident,Buske,#REF!,Rubus spectabilis Pursh,100,300,April,Juni, ,Ingen data, ,Ingen data,Ja,Rosa
1416,Resident,Buske,#REF!,Rubus sprengelii Weihe,50,200,Juni,Augusti,10,10. B Jul,3,22-jul,Ja,Vit
232137,Resident,Buske,#REF!,Rubus steracanthos P. J. Müll. ex Boulay,100,300,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Vit
223193,Resident,Buske,#REF!,Rubus sulcatus Vest,50,200,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Vit
1417,Resident,Buske,#REF!,Rubus vestervicensis (Gust.) Gust.,150,300,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Vit
1418,Resident,Buske,#REF!,Rubus vestitus Weihe,50,200,Juni,Augusti,10,10. B Jul,3,22-jul,Ja,Vit
1419,Resident,Buske,#REF!,Rubus vigorosus P. J. Müll. & Wirtg.,100,300,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Vit
220292,Resident,Ört,#REF!,Rudbeckia laciniata L.,100,300,Juli,September,11,11. S Jul,4,06-aug,Ja,Gul
220868,Resident,Ört,#REF!,Rumex acetosa L.,30,80,Maj,Juni,7,7.S Maj,2,07-jul,Ja,Grön
220869,Resident,Ört,#REF!,Rumex acetosella L.,10,40,Maj,Juli,7,7.S Maj,2,07-jul,Ja,Grön
220872,Resident,Ört,#REF!,Rumex aquaticus L.,50,150,Juli,Augusti,8,8. B Jun,1,22-jun,Ja,Grön
220875,Resident,Ört,#REF!,Rumex confertus Willd.,20,100,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Grön
1420,Resident,Ört,#REF!,Rumex conglomeratus Murray,50,100,Juni,Augusti,10,10. B Jul,3,22-jul,Ja,Grön
220877,Resident,Ört,#REF!,Rumex crispus L.,50,120,Juli,Augusti,8,8. B Jun,1,22-jun,Ja,Grön
220880,Resident,Vattenväxt,#REF!,Rumex hydrolapathum Huds.,30,150,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Grön
220881,Resident,Ört,#REF!,Rumex longifolius DC.,50,150,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Grön
220882,Resident,Ört,#REF!,Rumex maritimus L.,20,60,Juli,September,9,9. S Jun,2,07-jul,Ja,Grön
220884,Resident,Ört,#REF!,Rumex obtusifolius L.,30,100,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Grön
1421,Resident,Ört,#REF!,Rumex palustris Sm.,20,80,Juni,Augusti,9,9. S Jun,2,07-jul,Ja,Grön
220887,Resident,Ört,#REF!,Rumex patientia L.,30,100,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Grön
220888,Resident,Ört,#REF!,Rumex pseudonatronatus Borbás,20,50,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Grön
220890,Resident,Ört,#REF!,Rumex rugosus Campd.,20,80,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Grön
220891,Resident,Ört,#REF!,Rumex sanguineus L.,20,100,Juni,Augusti,9,9. S Jun,2,07-jul,Ja,Röd
220892,Resident,Ört,#REF!,Rumex scutatus L.,10,50,Maj,Juli, ,Ingen data, ,Ingen data,Ja,Grön
220894,Resident,Ört,#REF!,Rumex thyrsiflorus Fingerh.,30,100,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Grön
220895,Resident,Ört,#REF!,Rumex triangulivalvis (Danser) Rech. f.,50,150,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Grön
219604,Resident,Vattenväxt,#REF!,Ruppia maritima L.,20,50,Juli,Augusti,10,10. B Jul,3,22-jul,Ja,Grön
219603,Resident,Vattenväxt,#REF!,Ruppia spiralis L. ex Dumort.,10,50,Juli,Augusti,10,10. B Jul,3,22-jul,Ja,Grön
220818,Resident,Ört,#REF!,Sabulina rubella,5,20,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Vit
220819,Resident,Ört,#REF!,Sabulina stricta,5,30,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Vit
1059,Resident,Ört,#REF!,Sabulina viscosa,10,30,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Vit
220897,Resident,Ört,#REF!,Sagina × normaniana Lagerh.,5,20,Juni,Juli, ,Ingen data, ,Ingen data,Ja,Vit
1429,Resident,Ört,#REF!,Sagina apetala Ard.,5,15,Juni,Augusti,7,7.S Maj,2,07-jul,Ja,Vit
1431,Resident,Ört,#REF!,Sagina caespitosa (J. Vahl) Lange,5,20,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Vit
220900,Resident,Ört,#REF!,Sagina maritima Don,5,30,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Vit
1430,Resident,Ört,#REF!,Sagina micropetala Rauschert,5,15,Juni,Augusti,7,7.S Maj,2,07-jul,Ja,Vit
220902,Resident,Ört,#REF!,Sagina nivalis (Lindblom) Fr.,5,15,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Vit
220903,Resident,Ört,#REF!,Sagina nodosa (L.) Fenzl,5,30,Juli,Augusti,10,10. B Jul,3,22-jul,Ja,Vit
220904,Resident,Ört,#REF!,Sagina procumbens L.,5,20,Juni,Augusti,7,7.S Maj,2,07-jul,Ja,Vit
220905,Resident,Ört,#REF!,Sagina saginoides (L.) H. Karst.,5,20,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Vit
220906,Resident,Ört,#REF!,Sagina subulata (Sw.) C. Presl.,5,20,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Vit
219605,Resident,Vattenväxt,#REF!,Sagittaria natans Pall.,20,60,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Vit
230793,Resident,Vattenväxt,#REF!,Sagittaria natans x sagittifolia,50,100,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Vit
219606,Resident,Vattenväxt,#REF!,Sagittaria sagittifolia L.,50,120,Juli,Augusti,10,10. B Jul,3,22-jul,Ja,Vit
220908,Resident,Ört,#REF!,Salicornia europaea L.,10,50,Juli,September,10,10. B Jul,3,22-jul,Ja,Grön
6003003,Resident,Ört,#REF!,Salicornia procumbens Sm.,10,50,Juli,September, ,Ingen data, ,Ingen data,Ja,Grön
223267,Resident,Buske,#REF!,Salix × alopecuroides Tausch ex Opiz,300,1000,Maj,Juni, ,Ingen data, ,Ingen data,Ja,Grön
223268,Resident,Buske,#REF!,Salix × arctogena Flod.,100,200,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Grön
223275,Resident,Träd,#REF!,Salix × fragilis L.,500,1000,April,Maj,6,6.B Maj,3,22-jul,Ja,Grön 
223272,Resident,Buske,#REF!,Salix × meyeriana Rostk. ex Willd.,500,3000,Maj,Juni, ,Ingen data, ,Ingen data,Ja,Grön
223273,Resident,Buske,#REF!,Salix × mollissima Hoffm. ex Elwert,200,500,April,Maj, ,Ingen data, ,Ingen data,Ja,Grön
223277,Resident,Buske,#REF!,Salix × smithiana Willd.,300,1000,Maj,Juni,5,5. S Apr,4,06-aug,Ja,Grön
223280,Resident,Träd,#REF!,Salix alba L.,200,500,Maj,Juni,6,6.B Maj,3,22-jul,Ja,Grön
223281,Resident,Buske,#REF!,Salix arbuscula L.,30,100,Juni,Juli, ,Ingen data, ,Ingen data,Ja,Grön
223282,Resident,Buske,#REF!,Salix aurita L.,100,300,Maj,Juni,6,6.B Maj,3,22-jul,Ja,Grön 
223284,Resident,Buske,#REF!,Salix caprea L.,200,400,Mars,April,3,3. S Mar,6,05-sep,Ja,Grön
223285,Resident,Buske,#REF!,Salix cinerea L.,100,500,Maj,Juni,5,5. S Apr,4,06-aug,Ja,Grön
223286,Resident,Buske/träd,#REF!,Salix daphnoides Vill.,200,600,April,Maj,5,5. S Apr,4,06-aug,Ja,Grön 
223287,Resident,Buske,#REF!,Salix dasyclados Wimm.,300,500,Maj,Juni,6,6.B Maj,3,22-jul,Ja,Grön
223288,Non-resident,Buske,#REF!,Salix elaeagnos Scop.,200,600,Maj,Juni, ,Ingen data, ,Ingen data,Ja,Grön
223290,Resident,Träd,#REF!,Salix euxina V. Belyaeva,500,1500,April,Maj,6,6.B Maj,3,22-jul,Ja,Grön 
223291,Resident,Buske,#REF!,Salix glauca L.,30,150,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Grön
223292,Resident,Buske,#REF!,Salix hastata L.,50,100,Juni,Juli, ,Ingen data, ,Ingen data,Ja,Grön 
223293,Resident,Buske,#REF!,Salix herbacea L.,5,20,Juni,Juli, ,Ingen data, ,Ingen data,Ja,Grön 
223294,Resident,Buske,#REF!,Salix lanata L.,50,200,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Grön
223295,Resident,Buske,#REF!,Salix lapponum L.,100,300,Juni,Juli, ,Ingen data, ,Ingen data,Ja,Grön
223296,Resident,Buske,#REF!,Salix myrsinifolia Salisb.,100,300,Juni,Augusti,5,5. S Apr,4,06-aug,Ja,Grön
223297,Resident,Buske,#REF!,Salix myrsinites L.,30,100,Maj,Juni, ,Ingen data, ,Ingen data,Ja,Grön
223298,Resident,Buske,#REF!,Salix myrtilloides L.,30,100,Juni,Juli, ,Ingen data, ,Ingen data,Ja,Grön
223299,Resident,Träd,#REF!,Salix pentandra L.,300,800,Maj,Juni,8,8. B Jun,1,22-jun,Ja,Grön 
223300,Resident,Buske,#REF!,Salix phylicifolia L.,50,300,Maj,Juni, ,Ingen data, ,Ingen data,Ja,Grön
223301,Resident,Buske,#REF!,Salix polaris Wahlenb.,5,20,Juni,Juli, ,Ingen data, ,Ingen data,Ja,Grön
223302,Resident,Buske,#REF!,Salix purpurea L.,200,500,Maj,Juni,5,5. S Apr,4,06-aug,Ja,Grön 
223303,Resident,Buske,#REF!,Salix repens ssp. repens,50,100,Maj,Juni,5,5. S Apr,4,06-aug,Ja,Grön 
221789,Resident,Buske,#REF!,Salix repens ssp. rosmarinifolia,50,100,Maj,Juni,5,5. S Apr,4,06-aug,Ja,Grön 
223304,Resident,Buske,#REF!,Salix reticulata L.,5,20,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Grön
223305,Resident,Buske,#REF!,Salix starkeana Willd.,100,200,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Grön
223306,Resident,Buske,#REF!,Salix triandra L.,300,600,Maj,Juni,5,5. S Apr,4,06-aug,Ja,Grön
223307,Resident,Buske,#REF!,Salix viminalis L.,200,700,Maj,Juni,5,5. S Apr,4,06-aug,Ja,Grön
221790,Resident,Ört,#REF!,Salvia × sylvestris L.,50,100,Juni,Juli, ,Ingen data, ,Ingen data,Ja,Blå
221793,Resident,Ört,#REF!,Salvia glutinosa L.,50,150,Juli,September,13,13. S Aug,6,05-sep,Ja,Gul
221794,Resident,Ört,#REF!,Salvia nemorosa L.,30,100,Juni,Juli,8,8. B Jun,1,22-jun,Ja,Blå
221795,Non-resident,Ört,#REF!,Salvia officinalis L.,30,60,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Lila
1432,Resident,Ört,#REF!,Salvia pratensis L.,20,60,Juni,Augusti,7,7.S Maj,2,07-jul,Ja,Blå
1433,Resident,Ört,#REF!,Salvia verticillata L.,50,150,Juli,September,10,10. B Jul,3,22-jul,Ja,Lila
221575,Resident,Buske,#REF!,Sambucus ebulus L.,100,200,Juli,September,11,11. S Jul,4,06-aug,Ja,Vit
221576,Resident,Buske,#REF!,Sambucus nigra L.,300,800,Maj,Juni,8,8. B Jun,1,22-jun,Ja,Vit
221577,Resident,Buske,#REF!,Sambucus racemosa L.,200,500,Maj,Juni,5,5. S Apr,4,06-aug,Ja,Vit
221152,Resident,Ört,#REF!,Samolus valerandi L.,20,50,Juli,Augusti,10,10. B Jul,3,22-jul,Ja,Vit
223201,Resident,Ört,#REF!,Sanguisorba dodecandra Moretti,100,200,Juni,Juli, ,Ingen data, ,Ingen data,Ja,Röd
223203,Resident,Ört,#REF!,Sanguisorba officinalis L.,50,150,Juli,Augusti,13,13. S Aug,6,05-sep,Ja,Röd
219711,Resident,Ört,#REF!,Sanicula europaea L.,20,60,Juni,Augusti,7,7.S Maj,2,07-jul,Ja,Grön
220911,Non-resident,Ört,#REF!,Saponaria ocymoides L.,10,30,Juni,Juli,7,7.S Maj,2,07-jul,Ja,Rosa
220912,Resident,Ört,#REF!,Saponaria officinalis L.,20,60,Juli,September,11,11. S Jul,4,06-aug,Ja,Rosa
221153,Resident,Ört,#REF!,Sarracenia purpurea L.,20,40,Juni,Juli, ,Ingen data, ,Ingen data,Ja,Röd
220294,Resident,Ört,#REF!,Saussurea alpina (L.) DC.,20,50,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Lila
223373,Non-resident,Ört,#REF!,Saxifraga × arendsii Engl.,10,30,Maj,Juli,6,6.B Maj,3,22-jul,Ja,Vit
1934,Resident,Ört,#REF!,Saxifraga × opdalensis A. Blytt,5,20,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Vit
223376,Non-resident,Ört,#REF!,Saxifraga × urbium D. A. Webb,10,30,Juni,Augusti,7,7.S Maj,2,07-jul,Ja,Vit
223377,Resident,Ört,#REF!,Saxifraga adscendens L.,5,20,Juni,Juli, ,Ingen data, ,Ingen data,Ja,Vit
223378,Resident,Ört,#REF!,Saxifraga aizoides L.,10,20,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Gul
223379,Resident,Ört,#REF!,Saxifraga cernua L.,10,20,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Vit
223380,Resident,Ört,#REF!,Saxifraga cespitosa L.,5,20,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Vit
1447,Resident,Ört,#REF!,Saxifraga cotyledon L.,20,50,Juni,Juli, ,Ingen data, ,Ingen data,Ja,Vit
223383,Resident,Ört,#REF!,Saxifraga granulata L.,20,40,Maj,Juni,6,6.B Maj,3,22-jul,Ja,Vit
1448,Resident,Ört,#REF!,Saxifraga hirculus L.,10,30,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Gul
223385,Resident,Ört,#REF!,Saxifraga hostii Tausch,10,30,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Vit
223386,Resident,Ört,#REF!,Saxifraga hypnoides L.,5,20,Juni,Juli, ,Ingen data, ,Ingen data,Ja,Vit
223388,Resident,Ört,#REF!,Saxifraga oppositifolia L.,5,10,April,Maj, ,Ingen data, ,Ingen data,Ja,Rosa
1449,Resident,Ört,#REF!,Saxifraga osloënsis Knaben,5,15,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Vit
223390,Resident,Ört,#REF!,Saxifraga rivularis L.,10,30,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Vit
