Dyntaxa ID number,Establishment,Växtsätt,kontroll,Växtnamn,Medelhöjd (cm),Maxhöjd (cm),Blomningsstart,Blomningsslut,Phenology,Börjar Blomma,Extreme phenology,Sena,Blommande?,Blomfärg
220759,Resident,Ört,#REF!,Dianthus barbatus L.,20,60,Juni,Augusti,9,9. S Jun,2,07-jul,Ja,"Rosa, röd, vit"
220763,Resident,Ört,#REF!,Dianthus cruentus Griseb.,20,50,Juni,Juli,11,11. S Jul,4,06-aug,Ja,Röd
220765,Resident,Ört,#REF!,Dianthus deltoides L.,10,30,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Rosa
231307,Non-resident,Ört,#REF!,Dianthus giganteiformis Borbas,10,50,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Rosa
529,Resident,Ört,#REF!,Dianthus superbus L.,20,60,Juli,September,8,8. B Jun,1,22-jun,Ja,Rosa
220770,Resident,Ört,#REF!,Diapensia lapponica L.,5,10,Juni,Juli, ,Ingen data, ,Ingen data,Ja,Vit
222828,Resident,Ört,#REF!,Dicentra formosa (Haw.) Walp.,30,60,Juni,Juli,6,6.B Maj,3,22-jul,Ja,Rosa
221625,Resident,Ört,#REF!,Digitalis lutea L.,50,150,Juni,Augusti,9,9. S Jun,2,07-jul,Ja,Gul
221626,Resident,Ört,#REF!,Digitalis purpurea L.,50,150,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Lila
550,Resident,Gräs,#REF!,Digitaria ischaemum (Schreb. ex Schweigg.) Muhl.,20,60,Juli,Augusti,12,12. B Aug,5,21-aug,Ja,Grön
222422,Resident,Gräs,#REF!,Digitaria sanguinalis (L.) Scop.,30,80,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Grön
118,Resident,Ormbunke,#REF!,Diplazium sibiricum (Turcz. ex Kunze) Sa. Kurata,30,100,Juni,Augusti, ,Ingen data, ,Ingen data,Nej,
220488,Resident,Ört,#REF!,Diplotaxis muralis (L.) DC.,10,40,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Gul
220489,Resident,Ört,#REF!,Diplotaxis tenuifolia (L.) DC.,30,100,Juni,September,8,8. B Jun,1,22-jun,Ja,Gul
220490,Resident,Ört,#REF!,Dipsacus fullonum L.,50,200,Juli,September,11,11. S Jul,4,06-aug,Ja,Lila
221019,Non-resident,Ört,#REF!,Dipsacus laciniatus L.,100,200,Juli,Augusti,11,11. S Jul,4,06-aug,Ja,Lila
221021,Resident,Ört,#REF!,Dipsacus strigosus Willd.,100,250,Juli,September,11,11. S Jul,4,06-aug,Ja,Vit
221022,Non-resident,Ört,#REF!,Dittrichia graveolens (L.) Greuter,20,50,Juli,September,13,13. S Aug,6,05-sep,Ja,Gul
220114,Non-resident,Ört,#REF!,Doronicum columnae Ten.,20,50,Juni,Juli,4,4. B Apr,5,21-aug,Ja,Gul
220116,Resident,Ört,#REF!,Doronicum orientale Hoffm.,30,100,April,Juni,6,6.B Maj,3,22-jul,Ja,Gul
220117,Resident,Ört,#REF!,Doronicum pardalianches L.,30,120,Juli,Augusti,8,8. B Jun,1,22-jun,Ja,Gul
220118,Resident,Ört,#REF!,Doronicum plantagineum L.,30,100,Maj,Juni,6,6.B Maj,3,22-jul,Ja,Gul
220491,Resident,Ört,#REF!,Draba alpina L.,5,15,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Gul
561,Resident,Ört,#REF!,Draba cacuminum E. Ekman,5,10,Juni,Juli, ,Ingen data, ,Ingen data,Ja,Gul
562,Resident,Ört,#REF!,Draba crassifolia Graham,5,10,Juni,Juli, ,Ingen data, ,Ingen data,Ja,Gul
1876,Resident,Ört,#REF!,Draba fladnizensis Wulfen,5,10,Juni,Juli, ,Ingen data, ,Ingen data,Ja,Gul
220494,Resident,Ört,#REF!,Draba glabella Pursh,5,15,Juni,Juli, ,Ingen data, ,Ingen data,Ja,Gul
220496,Resident,Ört,#REF!,Draba incana L.,5,20,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Gul
220497,Resident,Ört,#REF!,Draba lactea Adams,5,15,Juni,Juli, ,Ingen data, ,Ingen data,Ja,Vit
220498,Resident,Ört,#REF!,Draba muralis L.,10,30,Maj,Juni,6,6.B Maj,3,22-jul,Ja,Gul
563,Resident,Ört,#REF!,Draba nemorosa L.,5,30,April,Juni, ,Ingen data, ,Ingen data,Ja,Gul
220500,Resident,Ört,#REF!,Draba nivalis Lilj.,5,15,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Vit
220501,Resident,Ört,#REF!,Draba norvegica Gunnerus,5,15,Juni,Juli, ,Ingen data, ,Ingen data,Ja,Gul
1877,Resident,Ört,#REF!,Draba oxycarpa Sommerf.,5,15,Juni,Juli, ,Ingen data, ,Ingen data,Ja,Gul
1878,Resident,Ört,#REF!,Draba subcapitata Simmons,5,10,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Vit
220508,Resident,Ört,#REF!,Draba verna L.,5,20,Mars,Juni,4,4. B Apr,5,21-aug,Ja,Vit
564,Resident,Ört,#REF!,Dracocephalum ruyschiana L.,20,50,Juni,Juli,8,8. B Jun,1,22-jun,Ja,Blå
565,Resident,Ört,#REF!,Dracocephalum thymiflorum L.,20,50,Juni,Augusti,7,7.S Maj,2,07-jul,Ja,Blå
220120,Resident,Ört,#REF!,Drosera anglica Huds.,10,30,Juni,Augusti,10,10. B Jul,3,22-jul,Ja,Röd
220772,Resident,Ört,#REF!,Drosera intermedia Hayne,5,20,Juli,Augusti,10,10. B Jul,3,22-jul,Ja,Vit
220773,Resident,Ört,#REF!,Drosera rotundifolia L.,5,20,Juli,Augusti,10,10. B Jul,3,22-jul,Ja,Vit
219668,Resident,Buske,#REF!,Dryas octopetala L.,10,30,Juni,Juli, ,Ingen data, ,Ingen data,Ja,Vit
1879,Resident,Ört,#REF!,Drymocallis rupestris (L.) Soják,10,40,Juni,Augusti,6,6.B Maj,3,22-jul,Ja,Vit
643,Resident,Gräs,#REF!,Drymochloa sylvatica (Pollich) Holub,20,80,Juni,Augusti,10,10. B Jul,3,22-jul,Ja,Grön
222745,Resident,Ormbunke,#REF!,Dryopteris carthusiana (Vill.) H. P. Fuchs,30,100,Juni,Augusti,10,10. B Jul,3,22-jul,Ja,Grön
569,Resident,Ört,#REF!,Dryopteris cristata (L.) A. Gray,30,100,Juni,Augusti,10,10. B Jul,3,22-jul,Nej,
222747,Resident,Ormbunke,#REF!,Dryopteris dilatata (Hoffm.) A. Gray,50,100,Juli,Augusti,10,10. B Jul,3,22-jul,Nej,
222748,Resident,Ormbunke,#REF!,Dryopteris expansa (C. Presl) Fraser-Jenk. & Jermy,30,100,Juni,Augusti,10,10. B Jul,3,22-jul,Ja,Grön
222749,Resident,Ormbunke,#REF!,Dryopteris filix-mas (L.) Schott,50,100,Maj,Augusti,10,10. B Jul,3,22-jul,Ja,Grön
222425,Resident,Gräs,#REF!,Echinochloa crus-galli (L.) P. Beauv.,50,150,Juli,September,12,12. B Aug,5,21-aug,Ja,Grön
222429,Resident,Ört,#REF!,Echinops bannaticus Rochel ex Schrad.,80,150,Juli,Augusti,11,11. S Jul,4,06-aug,Ja,Blå
220122,Resident,Ört,#REF!,Echinops exaltatus Schrad.,100,300,Juli,Augusti,11,11. S Jul,4,06-aug,Ja,Blå
220123,Resident,Ört,#REF!,Echinops sphaerocephalus L.,100,200,Juli,Augusti,11,11. S Jul,4,06-aug,Ja,Blå
220124,Non-resident,Ört,#REF!,Echium plantagineum L.,40,80,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,"Blå, lila"
221522,Resident,Ört,#REF!,Echium vulgare L.,30,100,Juni,Augusti,7,7.S Maj,2,07-jul,Ja,Blå
223023,Resident,Buske,#REF!,Elaeagnus commutata Bernh. ex Rydb.,150,300,Maj,Juni, ,Ingen data, ,Ingen data,Ja,Vit
576,Resident,Vattenväxt,#REF!,Elatine hexandra (Lapierre) DC.,5,20,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Grön
221524,Resident,Vattenväxt,#REF!,Elatine hydropiper L.,10,30,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Grön
577,Resident,Vattenväxt,#REF!,Elatine orthosperma Düben,10,30,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Grön
221526,Resident,Vattenväxt,#REF!,Elatine triandra Schkuhr,5,20,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Grön
221527,Resident,Gräs/halvgräs,#REF!,Eleocharis acicularis (L.) Roem. & Schult.,10,30,Juli,Augusti,8,8. B Jun,1,22-jun,Ja,Grön
222431,Resident,Gräs/halvgräs,#REF!,Eleocharis mamillata H. Lindb.,10,50,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Grön
222432,Resident,Gräs/halvgräs,#REF!,Eleocharis multicaulis (Sm.) Desv.,10,30,Juni,Juli,8,8. B Jun,1,22-jun,Ja,Grön
222433,Resident,Vattenväxt,#REF!,Eleocharis palustris (L.) Roem. & Schult.,20,60,Juni,Augusti,11,11. S Jul,4,06-aug,Ja,Grön
222434,Resident,Vattenväxt,#REF!,"Eleocharis parvula (Roem. & Schult.) Link ex Bluff, Nees & Schauer",5,15,Juli,Augusti,10,10. B Jul,3,22-jul,Ja,Grön
222435,Resident,Gräs/halvgräs,#REF!,Eleocharis quinqueflora (Hartmann) O. Schwarz,10,50,Juni,Augusti,11,11. S Jul,4,06-aug,Ja,Grön
222436,Resident,Gräs/halvgräs,#REF!,Eleocharis uniglumis (Link) Schult.,10,40,Juni,Augusti,6,6.B Maj,3,22-jul,Ja,Grön
219564,Resident,Vattenväxt,#REF!,Elodea canadensis Michx.,10,60,Juni,Augusti,10,10. B Jul,3,22-jul,Ja,Grön
219565,Resident,Vattenväxt,#REF!,Elodea nuttallii (Planch.) H. St. John,10,60,Juli,September,13,13. S Aug,6,05-sep,Ja,Grön
219566,Extinct,Ört,#REF!,Elsholtzia ciliata (Thunb.) Hyl.,30,100,Juli,September, ,Ingen data, ,Ingen data,Ja,Rosa
222441,Resident,Gräs,#REF!,Elymus caninus (L.) L.,50,150,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Grön
221633,Resident,Gräs,#REF!,Elymus kronokensis (Kom.) Tzvelev,20,60,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Grön
222442,Resident,Gräs,#REF!,Elymus mutabilis (Drobow) Tzvelev,30,100,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Grön
264399,Resident,Gräs,#REF!,Elytrigia campestris (Godr. & Gren.) Kerguélen,20,60,Juni,Augusti,10,10. B Jul,3,22-jul,Ja,Grön
222448,Resident,Gräs,#REF!,Elytrigia juncea (L.) Nevski,30,100,Juni,Augusti,10,10. B Jul,3,22-jul,Ja,Grön
222449,Resident,Gräs,#REF!,Elytrigia repens (L.) Desv. ex Nevski,50,100,Juni,Augusti,9,9. S Jun,2,07-jul,Ja,Grön
221088,Resident,Buske,#REF!,Empetrum nigrum L.,20,50,Maj,Juni,4,4. B Apr,5,21-aug,Ja,Grön
221090,Resident,Ört,#REF!,Epilobium adenocaulon Hausskn.,50,120,Juli,September,9,9. S Jun,2,07-jul,Ja,Rosa
222061,Resident,Ört,#REF!,Epilobium alsinifolium Vill.,20,50,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Rosa
222062,Resident,Ört,#REF!,Epilobium anagallidifolium Lam.,10,30,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Rosa
222064,Resident,Ört,#REF!,Epilobium ciliatum Raf.,10,80,Juli,September,9,9. S Jun,2,07-jul,Ja,Vit
222065,Resident,Ört,#REF!,Epilobium collinum C. C. Gmel.,30,80,Juli,September,10,10. B Jul,3,22-jul,Ja,Rosa
222066,Resident,Ört,#REF!,Epilobium davuricum Fisch. ex Hornem.,30,100,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Rosa
222067,Resident,Ört,#REF!,Epilobium glandulosum Lehm.,60,120,Juli,Augusti,9,9. S Jun,2,07-jul,Ja,Rosa
222068,Resident,Ört,#REF!,Epilobium hirsutum L.,50,150,Juli,Augusti,10,10. B Jul,3,22-jul,Ja,Rosa
222069,Resident,Ört,#REF!,Epilobium hornemannii Rchb.,20,50,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Rosa
222070,Resident,Ört,#REF!,Epilobium komarovianum Lév.,30,100,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Rosa
222071,Resident,Ört,#REF!,Epilobium lactiflorum Hausskn.,20,50,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Rosa
222072,Resident,Ört,#REF!,Epilobium laestadii Kytöv.,20,60,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Rosa
222073,Resident,Ört,#REF!,Epilobium lamyi F. W. Schultz,30,100,Juli,September,10,10. B Jul,3,22-jul,Ja,Rosa
222074,Resident,Ört,#REF!,Epilobium montanum L.,20,100,Juli,September,8,8. B Jun,1,22-jun,Ja,Rosa
222075,Resident,Ört,#REF!,Epilobium obscurum Schreb.,20,100,Juli,Augusti,10,10. B Jul,3,22-jul,Ja,Rosa
222076,Resident,Ört,#REF!,Epilobium palustre L.,20,60,Juni,Augusti,10,10. B Jul,3,22-jul,Ja,Rosa
222077,Resident,Ört,#REF!,Epilobium parviflorum Schreb.,30,100,Juli,Augusti,10,10. B Jul,3,22-jul,Ja,Rosa
222078,Resident,Ört,#REF!,Epilobium roseum Schreb.,20,60,Juli,September,10,10. B Jul,3,22-jul,Ja,Rosa
222079,Resident,Ört,#REF!,Epilobium tetragonum L.,30,100,Juli,September,10,10. B Jul,3,22-jul,Ja,Rosa
222080,Resident,Ört,#REF!,Epimedium alpinum L.,20,40,Maj,Juni, ,Ingen data, ,Ingen data,Ja,"Röd, gul"
219797,Resident,Ört,#REF!,Epipactis atrorubens (Hoffm.) Besser,10,50,Juni,Juli,11,11. S Jul,4,06-aug,Ja,Röd
219798,Resident,Ört,#REF!,Epipactis helleborine (L.) Crantz,30,100,Juli,Augusti,11,11. S Jul,4,06-aug,Ja,Grön
219799,Resident,Ört,#REF!,Epipactis palustris (L.) Crantz,20,60,Juni,Juli,9,9. S Jun,2,07-jul,Ja,Vit
619,Resident,Ört,#REF!,Epipactis phyllanthes G. E. Sm.,20,50,Juli,Augusti,10,10. B Jul,3,22-jul,Ja,Vit
620,Resident,Ört,#REF!,Epipogium aphyllum Sw.,10,30,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Vit
224094,Extinct,Ört,#REF!,Equisetum × moorei Newman,20,60,Juni,Augusti, ,Ingen data, ,Ingen data,Nej,
219802,Resident,Ormbunke,#REF!,Equisetum arvense L.,10,100,Juni,Augusti,5,5. S Apr,4,06-aug,Ja,Grön
221059,Resident,Ormbunke,#REF!,Equisetum fluviatile L.,20,100,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Grön
221060,Resident,Ormbunke,#REF!,Equisetum hyemale L.,50,150,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Grön
221061,Resident,Ormbunke,#REF!,Equisetum palustre L.,10,60,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Grön
221062,Resident,Ormbunke,#REF!,Equisetum pratense Ehrh.,10,50,Juni,Augusti,6,6.B Maj,3,22-jul,Ja,Grön
221063,Resident,Ormbunke,#REF!,Equisetum scirpoides Michx.,5,30,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Grön
221064,Resident,Ormbunke,#REF!,Equisetum sylvaticum L.,10,60,Juni,Augusti,6,6.B Maj,3,22-jul,Ja,Grön
621,Resident,Ört,#REF!,Equisetum telmateia Ehrh.,50,150,Maj,Augusti, ,Ingen data, ,Ingen data,Nej,
221066,Resident,Ormbunke,#REF!,Equisetum variegatum Schleich. ex Weber & Mohr,10,40,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Grön
222454,Resident,Gräs,#REF!,Eragrostis minor Host,10,50,Juni,September,10,10. B Jul,3,22-jul,Ja,Grön
222457,Non-resident,Gräs,#REF!,Eragrostis pilosa (L.) P. Beauv.,20,60,Juli,September, ,Ingen data, ,Ingen data,Ja,Grön
222460,Non-resident,Ört,#REF!,Eranthis cilicica Schott & Kotschy,10,20,Mars,April,1,1. S Feb,8,05-okt,Ja,Gul
222831,Resident,Ört,#REF!,Eranthis hyemalis (L.) Salisb.,5,20,Februari,Mars,1,1. S Feb,8,05-okt,Ja,Gul
221092,Resident,Buske,#REF!,Erica tetralix L.,30,60,Juli,September,10,10. B Jul,3,22-jul,Ja,Rosa
223702,Resident,Ört,#REF!,Erigeron acris L. ssp. acris,10,60,Juni,Augusti,7,7.S Maj,2,07-jul,Ja,Vit
221689,Resident,Ört,#REF!,Erigeron acris ssp. droebachensis,20,50,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Blå
223705,Resident,Ört,#REF!,Erigeron acris ssp. politus,20,50,Juni,Juli,8,8. B Jun,1,22-jun,Ja,"Rosa, lila"
220126,Resident,Ört,#REF!,Erigeron annuus (L.) Desf.,20,100,Juli,September,8,8. B Jun,1,22-jun,Ja,Vit
220127,Resident,Ört,#REF!,Erigeron borealis (Vierh.) Simmons,10,30,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Blå
220129,Resident,Ört,#REF!,Erigeron humilis Graham,10,30,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Vit
220133,Resident,Ört,#REF!,Erigeron uniflorus L.,5,15,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Gul
224735,Resident,Gräs/halvgräs,#REF!,Eriophorum × medium Anderss.,20,60,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Grön
222464,Resident,Gräs/halvgräs,#REF!,Eriophorum angustifolium Honck.,30,80,Juni,Augusti,7,7.S Maj,2,07-jul,Ja,Grön
222465,Resident,Gräs/halvgräs,#REF!,Eriophorum brachyantherum Trautv. & C. A. Mey.,30,80,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Grön
222466,Resident,Gräs/halvgräs,#REF!,Eriophorum gracile W. D. J. Koch ex Roth,30,80,Juni,Augusti,7,7.S Maj,2,07-jul,Ja,Grön
222467,Resident,Gräs/halvgräs,#REF!,Eriophorum latifolium Hoppe,30,80,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Grön
222468,Resident,Gräs/halvgräs,#REF!,Eriophorum russeolum Fr. ex Hartm.,30,80,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Grön
222469,Resident,Gräs/halvgräs,#REF!,Eriophorum scheuchzeri Hoppe,10,40,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Grön
222470,Resident,Gräs/halvgräs,#REF!,Eriophorum vaginatum L.,10,50,Juni,Augusti,3,3. S Mar,6,05-sep,Ja,Grön
221460,Resident,Ört,#REF!,Erodium cicutarium (L.) L'Hér.,10,50,Maj,September,5,5. S Apr,4,06-aug,Ja,Rosa
623,Resident,Ört,#REF!,Erucastrum gallicum (Willd.) O. E. Schulz,20,80,Juli,September, ,Ingen data, ,Ingen data,Ja,Gul
1939,Resident,Ört,#REF!,Erucastrum supinum (L.) Al-Shehbaz & Warwick,20,60,Juli,September,11,11. S Jul,4,06-aug,Ja,Gul
219669,Resident,Ört,#REF!,Eryngium campestre L.,30,80,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,"Blå, grön"
219670,Resident,Ört,#REF!,Eryngium giganteum M. Bieb.,50,150,Juli,Augusti,11,11. S Jul,4,06-aug,Ja,Vit
624,Resident,Ört,#REF!,Eryngium maritimum L.,20,60,Juli,September,11,11. S Jul,4,06-aug,Ja,Blå
219673,Resident,Ört,#REF!,Eryngium planum L.,30,100,Juli,September,11,11. S Jul,4,06-aug,Ja,Blå
219936,Resident,Ört,#REF!,Erysimum cheiranthoides L. ssp. alatum,10,40,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Gul
219674,Resident,Ört,#REF!,Erysimum cheiranthoides L. ssp. cheiranthoides,10,50,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Gul
220513,Resident,Ört,#REF!,Erysimum cheiri (L.) Crantz,20,60,April,Juli,4,4. B Apr,5,21-aug,Ja,Gul
220517,Resident,Ört,#REF!,"Erysimum strictum G. Gaertn., B. Mey. & Scherb.",30,100,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Gul
221287,Resident,Ört,#REF!,Erythranthe guttata,20,60,Juni,Augusti,10,10. B Jul,3,22-jul,Ja,Gul
221718,Resident,Ört,#REF!,Erythranthe lutea,20,60,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Gul
224290,Resident,Ört,#REF!,Erythranthe x maculosa,30,70,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,"Gul, röd"
221912,Non-resident,Ört,#REF!,Eschscholzia californica Cham.,20,50,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Orange
248997,Non-resident,Buske,#REF!,Euonymus alatus (Thunb.) Siebold,100,200,Maj,Juni, ,Ingen data, ,Ingen data,Ja,Grön
220776,Resident,Buske,#REF!,Euonymus europaeus L.,200,600,Maj,Juni,7,7.S Maj,2,07-jul,Ja,"Grön, gul"
221528,Non-resident,Buske,#REF!,Euonymus latifolius (L.) Mill.,200,300,Juni,Juli, ,Ingen data, ,Ingen data,Ja,Vit
221529,Resident,Buske,#REF!,Euonymus nanus M. Bieb.,50,100,Maj,Juni, ,Ingen data, ,Ingen data,Ja,Rosa
6002824,Non-resident,Buske,#REF!,Euonymus planipes,200,400,Maj,Juni, ,Ingen data, ,Ingen data,Ja,Grön
221530,Resident,Ört,#REF!,Eupatorium cannabinum L.,50,150,Juli,Augusti,11,11. S Jul,4,06-aug,Ja,Rosa
220137,Resident,Ört,#REF!,Euphorbia agraria M. Bieb.,30,70,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,"Grön, gul"
221956,Resident,Ört,#REF!,Euphorbia cyparissias L.,10,60,Maj,Juni,6,6.B Maj,3,22-jul,Ja,Grön
221957,Resident,Ört,#REF!,Euphorbia dulcis L.,20,60,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Grön
221959,Resident,Ört,#REF!,Euphorbia esula L.,20,60,Juni,Augusti,7,7.S Maj,2,07-jul,Ja,Grön
625,Resident,Ört,#REF!,Euphorbia exigua L.,5,30,Juli,Augusti,10,10. B Jul,3,22-jul,Ja,Grön
221963,Resident,Ört,#REF!,Euphorbia helioscopia L.,10,50,Maj,Juli,9,9. S Jun,2,07-jul,Ja,Grön
221965,Non-resident,Ört,#REF!,Euphorbia maculata L.,10,20,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Rosa
221968,Resident,Ört,#REF!,Euphorbia palustris L.,50,150,Maj,Juli,7,7.S Maj,2,07-jul,Ja,Gul
221969,Resident,Ört,#REF!,Euphorbia peplus L.,10,40,Maj,Augusti,6,6.B Maj,3,22-jul,Ja,Grön
221973,Resident,Ört,#REF!,Euphrasia bottnica Kihlm.,5,30,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Vit
221635,Resident,Ört,#REF!,Euphrasia hyperborea Jörg.,5,30,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Vit
626,Resident,Ört,#REF!,Euphrasia micrantha Rchb.,5,20,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Vit
221637,Resident,Ört,#REF!,Euphrasia nemorosa (Pers.) Wallr.,5,30,Juli,Augusti,9,9. S Jun,2,07-jul,Ja,Vit
6010577,Resident,Ört,#REF!,Euphrasia nemorosa x stricta var. brevipila,5,30,Juli,Augusti,9,9. S Jun,2,07-jul,Ja,Vit
221638,Resident,Ört,#REF!,Euphrasia officinalis L.,5,30,Juli,September,10,10. B Jul,3,22-jul,Ja,Vit
221639,Resident,Ört,#REF!,Euphrasia salisburgensis Funck ex Hoppe,5,20,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Vit
221641,Resident,Ört,#REF!,Euphrasia stricta J. P. Wolff ex J. F. Lehm.,5,30,Juli,Augusti,10,10. B Jul,3,22-jul,Ja,Vit
221634,Resident,Ört,#REF!,Euphrasia wettsteinii G. L. Gusarova,5,30,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Vit
219981,Non-resident,Ört,#REF!,Eurybia divaricata (L.) G. L. Nesom,30,100,Juli,Augusti,13,13. S Aug,6,05-sep,Ja,Vit
219984,Non-resident,Ört,#REF!,Eurybia macrophylla (L.) Cass.,30,100,Juli,September,14,14. B Sep,7,20-sep,Ja,Vit
219988,Non-resident,Ört,#REF!,Eurybia schreberi (Nees) Nees,30,80,Juli,Augusti,13,13. S Aug,6,05-sep,Ja,Blå
219990,Resident,Ört,#REF!,Eurybia sibirica (L.) G. L. Nesom,30,80,Juli,Augusti, ,Ingen data, ,Ingen data,Ja,Blå
232948,Non-resident,Ört,#REF!,Eutrochium maculatum (L.) E. E. Lamont,100,200,Juli,Augusti,13,13. S Aug,6,05-sep,Ja,Rosa
232949,Non-resident,Ört,#REF!,Eutrochium purpureum (L.) E. E. Lamont,100,200,Juli,September,13,13. S Aug,6,05-sep,Ja,Rosa
221642,Non-resident,Ört,#REF!,Fagopyrum esculentum Moench,40,100,Juli,Augusti,12,12. B Aug,5,21-aug,Ja,Vit
220777,Non-resident,Ört,#REF!,Fagopyrum tataricum (L.) Gaertn.,20,50,Juli,September,12,12. B Aug,5,21-aug,Ja,Vit
220778,Resident,Träd,#REF!,Fagus sylvatica L.,1000,3000,Maj,Juni,6,6.B Maj,3,22-jul,Ja,Grön 
640,Resident,Ört,#REF!,Falcaria vulgaris Bernh.,50,150,Juli,Augusti,12,12. B Aug,5,21-aug,Ja,Vit
220780,Resident,Ört,#REF!,Fallopia convolvulus (L.) Á. Löve,20,80,Juli,Augusti,10,10. B Jul,3,22-jul,Ja,Grön
220781,Resident,Klättrande växt,#REF!,Fallopia dumetorum (L.) Holub,10,60,Juli,September,11,11. S Jul,4,06-aug,Ja,Grön
222473,Resident,Gräs,#REF!,Festuca arenaria Osbeck,10,40,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Grön
222475,Resident,Gräs,#REF!,Festuca brevipila R. Tracey,20,60,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Grön
644,Resident,Gräs,#REF!,Festuca filiformis Pourr.,20,50,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Grön
645,Resident,Gräs,#REF!,Festuca heterophylla Lam.,20,60,Juni,Augusti,10,10. B Jul,3,22-jul,Ja,Grön
222479,Resident,Gräs,#REF!,Festuca ovina L.,10,30,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Grön
1883,Resident,Gräs,#REF!,Festuca polesica Zapal.,30,100,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Grön
222482,Resident,Gräs,#REF!,Festuca rubra L.,10,60,Juni,Augusti,8,8. B Jun,1,22-jun,Ja,Grön
222484,Resident,Gräs,#REF!,Festuca vivipara (L.) Sm.,20,60,Juni,Augusti, ,Ingen data, ,Ingen data,Ja,Grön
222897,Resident,Ört,#REF!,Ficaria verna Huds.,10,30,April,Maj,3,3. S Mar,6,05-sep,Ja,Gul
220552,Resident,Ört,#REF!,Filago arvensis L.,10,40,Juli,Augusti,9,9. S Jun,2,07-jul,Ja,Vit
648,Resident,Ört,#REF!,Filago vulgaris Lam.,10,50,Juli,Augusti,10,10. B Jul,3,22-jul,Ja,Vit
220142,Resident,Ört,#REF!,Filipendula camtschatica (Pall.) Maxim.,100,200,Juli,Augusti,11,11. S Jul,4,06-aug,Ja,Vit
223026,Resident,Ört,#REF!,Filipendula ulmaria (L.) Maxim.,50,150,Juni,Augusti,9,9. S Jun,2,07-jul,Ja,Vit
223027,Resident,Ört,#REF!,Filipendula vulgaris Moench,30,60,Juni,Juli,8,8. B Jun,1,22-jun,Ja,Vit
