_id,Damage,Hostplant Family,Hostplant Genus,Hostplant Species,Hostplant Subspecies/var,HOSTS ID,Insect Author,Insect Family,Insect Genus,Insect Species,Insect Subspecies,Lab Rearing,Location
56449,,Scrophulariaceae,Linaria,vulgaris,,56449,Linnaeus,Noctuidae,Autographa,gamma,,,Finland
57449,on leaves,Salicaceae,Populus,,,57449,Linnaeus,Noctuidae,Catocala,fraxini,,,British Isles
56452,,Linaceae,Linum,usitatissimum,,56452,Linnaeus,Noctuidae,Autographa,gamma,,,Finland
56525,,Urticaceae,Urtica,dioica,gracilis,56525,Grote & Robinson,Noctuidae,Autographa,mappa,,,Nearctic
57450,on leaves,Salicaceae,Populus,tremula,,57450,Linnaeus,Noctuidae,Catocala,fraxini,,,British Isles
56245,,Betulaceae,Alnus,,,56245,Walker,Noctuidae,Autographa,ampla,,,Nearctic
56453,,Leguminosae (P),Lupinus,,,56453,Linnaeus,Noctuidae,Autographa,gamma,,,Finland
57457,on trees,Polyphagous,,,,57457,Scopoli,Noctuidae,Catocala,fulminea,,,Bulgaria
56454,,Primulaceae,Lysimachia,thyrsiflora,,56454,Linnaeus,Noctuidae,Autographa,gamma,,,Finland
57462,,Ericaceae,Vaccinium,pallidum,,57462,Edwards,Noctuidae,Catocala,gracilis,,,Nearctic
56455,,Primulaceae,Lysimachia,vulgaris,,56455,Linnaeus,Noctuidae,Autographa,gamma,,,Finland
56260,,Salicaceae,Populus,tremuloides,,56260,Walker,Noctuidae,Autographa,ampla,,,Nearctic
57469,,Rosaceae,Malus,coronaria,,57469,Cramer,Noctuidae,Catocala,grynea,,,Nearctic
56261,,Rosaceae,Prunus,,,56261,Walker,Noctuidae,Autographa,ampla,,,Nearctic
56459,,Woodsiaceae,Matteuccia,struthiopteris,,56459,Linnaeus,Noctuidae,Autographa,gamma,,,Finland
56552,,Leguminosae,,,,56552,Guenée,Noctuidae,Autographa,precationis,,,Nearctic
57471,,Rosaceae,Prunus,,,57471,Cramer,Noctuidae,Catocala,grynea,,,Nearctic
56558,,Compositae,Arctium,lappa,,56558,Guenée,Noctuidae,Autographa,precationis,,,Nearctic
57490,,Fagaceae,Quercus,ilicifolia,,57490,Strecker,Noctuidae,Catocala,herodias,,,Nearctic
56273,,Compositae,Taraxacum,officinale,,56273,Stephens,Noctuidae,Autographa,biloba,,,Nearctic
56560,,Cruciferae,Brassica,oleracea,,56560,Guenée,Noctuidae,Autographa,precationis,,,Nearctic
57498,,Fagaceae,Quercus,,,57498,Cramer,Noctuidae,Catocala,ilia,,,Nearctic
56283,,Compositae,,,,56283,Denis & Schiff.,Noctuidae,Autographa,bractea,,,Austria
56563,,Leguminosae (P),Glycine,max,,56563,Guenée,Noctuidae,Autographa,precationis,,,Nearctic
57501,,Fagaceae,Quercus,macrocarpa,,57501,Cramer,Noctuidae,Catocala,ilia,,,Nearctic
56289,,Caprifoliaceae,,,,56289,Speyer,Noctuidae,Autographa,californica,,,Nearctic
56473,,Leguminosae (P),Pisum,sativum,,56473,Linnaeus,Noctuidae,Autographa,gamma,,,Finland
56565,,Convolvulaceae,Ipomoea,purpurea,,56565,Guenée,Noctuidae,Autographa,precationis,,,Nearctic
57504,,Fagaceae,Quercus,velutina,,57504,Cramer,Noctuidae,Catocala,ilia,,,Nearctic
56312,,Chenopodiaceae,Beta,vulgaris,,56312,Speyer,Noctuidae,Autographa,californica,,,Nearctic
56474,,Plantaginaceae,Plantago,major,,56474,Linnaeus,Noctuidae,Autographa,gamma,,,Finland
56567,,Leguminosae (P),Medicago,sativa,,56567,Guenée,Noctuidae,Autographa,precationis,,,Nearctic
57507,,Leguminosae (C),Gleditsia,triacanthos,,57507,Walker,Noctuidae,Catocala,illecta,,,Nearctic
56324,,Umbelliferae,Daucus,carota,,56324,Speyer,Noctuidae,Autographa,californica,,,Nearctic
56482,,Rosaceae,Rosa,,,56482,Linnaeus,Noctuidae,Autographa,gamma,,,Finland
56571,,Plantaginaceae,Plantago,,,56571,Guenée,Noctuidae,Autographa,precationis,,,Nearctic
57515,,Juglandaceae,Carya,,,57515,Guenée,Noctuidae,Catocala,insolabilis,,,Nearctic
56334,,Compositae,Lactuca,sativa,,56334,Speyer,Noctuidae,Autographa,californica,,,Nearctic
56484,,Polygonaceae,Rumex,longifolius,,56484,Linnaeus,Noctuidae,Autographa,gamma,,,Finland
56579,,Cyperaceae,Scirpus,silvaticus,,56579,Haworth,Noctuidae,Autographa,pulchrina,,,Finland
56337,,Leguminosae (P),Lupinus,arizonicus,,56337,Speyer,Noctuidae,Autographa,californica,,,Nearctic
56489,,Compositae,Sonchus,arvensis,,56489,Linnaeus,Noctuidae,Autographa,gamma,,,Finland
56580,,Compositae,Solidago,virga-aurea,,56580,Haworth,Noctuidae,Autographa,pulchrina,,,Finland
56340,,Rosaceae,Malus,pumila,,56340,Speyer,Noctuidae,Autographa,californica,,,Nearctic
56499,,Compositae,Tussilago,farfara,,56499,Linnaeus,Noctuidae,Autographa,gamma,,,Finland
56582,,Ranunculaceae,Trollius,europaeus,,56582,Haworth,Noctuidae,Autographa,pulchrina,,,Finland
57563,,Salicaceae,Populus,,,57563,Grote,Noctuidae,Catocala,meskei,,,Nearctic
56343,,Leguminosae (P),Medicago,sativa,,56343,Speyer,Noctuidae,Autographa,californica,,,Nearctic
56501,,Urticaceae,Urtica,dioica,,56501,Linnaeus,Noctuidae,Autographa,gamma,,,Finland
57567,,Salicaceae,Populus,nigra,,57567,Grote,Noctuidae,Catocala,meskei,,,Nearctic
56346,,Leguminosae (P),Melilotus,officinalis,,56346,Speyer,Noctuidae,Autographa,californica,,,Nearctic
56502,,Leguminosae (P),Vicia,,,56502,Linnaeus,Noctuidae,Autographa,gamma,,,Finland
56606,,Leguminosae (P),Phaseolus,vulgaris,,56606,Guenée,Noctuidae,Autoplusia,egena,,,Nearctic
56348,,Labiatae,Mentha,X piperita,,56348,Speyer,Noctuidae,Autographa,californica,,,Nearctic
56509,,Labiatae,Galeopsis,,,56509,Linnaeus,Noctuidae,Autographa,jota,,,Finland
57578,,Rosaceae,Crataegus,,,57578,Grote,Noctuidae,Catocala,mira,,,Nearctic
56351,,Leguminosae (P),Pisum,sativum,,56351,Speyer,Noctuidae,Autographa,californica,,,Nearctic
57584,,Myricaceae,Myrica,cerifera,,57584,Guenée,Noctuidae,Catocala,muliercula,,,Nearctic
56354,,Grossulariaceae,Ribes,rubrum,,56354,Speyer,Noctuidae,Autographa,californica,,,Nearctic
56355,,Grossulariaceae,Ribes,uva-crispa,,56355,Speyer,Noctuidae,Autographa,californica,,,Nearctic
57588,,Juglandaceae,Carya,,,57588,Edwards,Noctuidae,Catocala,nebulosa,,,Nearctic
56359,,Polygonaceae,Rumex,,,56359,Speyer,Noctuidae,Autographa,californica,,,Nearctic
57589,,Juglandaceae,Carya,cordiformis,,57589,Edwards,Noctuidae,Catocala,nebulosa,,,Nearctic
56370,,Vitaceae,Vitis,,,56370,Speyer,Noctuidae,Autographa,californica,,,Nearctic
57590,,Juglandaceae,Juglans,nigra,,57590,Edwards,Noctuidae,Catocala,nebulosa,,,Nearctic
57591,,Juglandaceae,Carya,,,57591,Smith,Noctuidae,Catocala,neogama,,,Nearctic
56654,,Corylaceae,Corylus,,,56654,Grote,Noctuidae,Bagisara,rectifascia,,,Nearctic
56546,,Labiatae,Stachys,ajugoides,,56546,Grote,Noctuidae,Autographa,pasiphaea,,,Nearctic
56387,,Polygonaceae,,,,56387,Linnaeus,Noctuidae,Autographa,gamma,,,Nearctic
56553,,Malvaceae,,,,56553,Guenée,Noctuidae,Autographa,precationis,,,Nearctic
56388,,Umbelliferae,,,,56388,Linnaeus,Noctuidae,Autographa,gamma,,,Nearctic
56557,,Malvaceae,Alcea,rosea,,56557,Guenée,Noctuidae,Autographa,precationis,,,Nearctic
56395,,Alliaceae,Allium,cepa,,56395,Linnaeus,Noctuidae,Autographa,gamma,,,Finland
56564,,Compositae,Helianthus,,,56564,Guenée,Noctuidae,Autographa,precationis,,,Nearctic
57630,,Juglandaceae,Carya,illinoinensis,,57630,Strecker,Noctuidae,Catocala,obscura,,,Nearctic
56398,,Compositae,Arctium,tomentosum,,56398,Linnaeus,Noctuidae,Autographa,gamma,,,Finland
56566,,Compositae,Lactuca,,,56566,Guenée,Noctuidae,Autographa,precationis,,,Nearctic
57641,,Juglandaceae,Carya,glabra,,57641,Guenée,Noctuidae,Catocala,palaeogama,,,Nearctic
56400,,Gramineae,Avena,sativa,,56400,Linnaeus,Noctuidae,Autographa,gamma,,,Finland
56569,,Umbelliferae,Pastinaca,sativa,,56569,Guenée,Noctuidae,Autographa,precationis,,,Nearctic
57645,,Juglandaceae,Carya,laciniosa,,57645,Guenée,Noctuidae,Catocala,palaeogama,,,Nearctic
57649,,Fagaceae,Castanea,dentata,,57649,Guenée,Noctuidae,Catocala,palaeogama,,,Nearctic
56404,,Chenopodiaceae,Beta,vulgaris,,56404,Linnaeus,Noctuidae,Autographa,gamma,,,Finland
56586,on herbaceous plants,Polyphagous,,,,56586,Haworth,Noctuidae,Autographa,pulchrina,,,British Isles
56411,,Cruciferae,Brassica,rapa,sarson,56411,Linnaeus,Noctuidae,Autographa,gamma,,,Finland
56718,,Pontederiaceae,Eichhornia,crassipes,,56718,Walker,Noctuidae,Bellura,densa,,,Nearctic
57671,,Juglandaceae,Juglans,,,57671,Grote,Noctuidae,Catocala,piatrix,,,Nearctic
57678,,Juglandaceae,Juglans,regia,,57678,Grote,Noctuidae,Catocala,piatrix,,,Nearctic
56429,,Cruciferae,Erysimum,,,56429,Linnaeus,Noctuidae,Autographa,gamma,,,Finland
56732,,Pontederiaceae,Pontederia,cordata,,56732,Walker,Noctuidae,Bellura,gortynoides,,,Nearctic
57679,,Salicaceae,Salix,,,57679,Grote,Noctuidae,Catocala,piatrix,,,Nearctic
56736,,Pontederiaceae,Pontederia,cordata,,56736,Walker,Noctuidae,Bellura,obliqua,,,Nearctic
56739,,Araceae,Symplocarpus,foetidus,,56739,Walker,Noctuidae,Bellura,obliqua,,,Nearctic
57681,,Rosaceae,Amelanchier,,,57681,Grote & Robinson,Noctuidae,Catocala,praeclara,,,Nearctic
56446,,Leguminosae (P),Lathyrus,pratensis,,56446,Linnaeus,Noctuidae,Autographa,gamma,,,Finland
56743,,Gramineae,Elymus,canadensis,,56743,Smith,Noctuidae,Benjaminiola,colorada,,,Nearctic
56639,on herbaceous plants,Polyphagous,,,,56639,Linnaeus,Noctuidae,Axylia,putris,,,British Isles
56744,,Gramineae,Leymus,condensatus,,56744,Smith,Noctuidae,Benjaminiola,colorada,,,Nearctic
57693,,Rosaceae,Amelanchier,,,57693,Lintner,Noctuidae,Catocala,pretiosa,,,Nearctic
56470,,Gramineae,Phleum,pratense,,56470,Linnaeus,Noctuidae,Autographa,gamma,,,Finland
56650,,Malvaceae,Napaea,dioica,,56650,Strecker,Noctuidae,Bagisara,gulnare,,,Nearctic
56756,,Umbelliferae,Pastinaca,sativa,,56756,Treitschke,Noctuidae,Blepharita,amica,,,Finland
57694,,Rosaceae,Malus,,,57694,Lintner,Noctuidae,Catocala,pretiosa,,,Nearctic
56477,,Rosaceae,Potentilla,,,56477,Linnaeus,Noctuidae,Autographa,gamma,,,Finland
56656,,Malvaceae,Hibiscus,moscheutos,lasiocarpos,56656,Grote,Noctuidae,Bagisara,rectifascia,,,Nearctic
56758,,Rosaceae,Prunus,padus,,56758,Treitschke,Noctuidae,Blepharita,amica,,,Finland
57695,,Rosaceae,Photinia,arbutifolia,,57695,Lintner,Noctuidae,Catocala,pretiosa,,,Nearctic
56480,,Grossulariaceae,Ribes,nigrum,,56480,Linnaeus,Noctuidae,Autographa,gamma,,,Finland
56760,,Polyphagous,,,,56760,Denis & Schiff.,Noctuidae,Blepharita,satura,,,Austria
57701,on leaves,Fagaceae,Quercus,,,57701,Denis & Schiff.,Noctuidae,Catocala,promissa,,,British Isles
56481,,Grossulariaceae,Ribes,rubrum,,56481,Linnaeus,Noctuidae,Autographa,gamma,,,Finland
56664,,Rosaceae,Malus,,,56664,Fitch,Noctuidae,Balsa,malana,,,Nearctic
57712,,Salicaceae,Populus,balsamifera,,57712,Walker,Noctuidae,Catocala,relicta,,,Nearctic
56491,,Chenopodiaceae,Spinacia,oleracea,,56491,Linnaeus,Noctuidae,Autographa,gamma,,,Finland
56797,,Rosaceae,Prunus,padus,,56797,Esper,Noctuidae,Brachionycha,nubeculosa,,,Finland
56492,,Compositae,Tanacetum,vulgare,,56492,Linnaeus,Noctuidae,Autographa,gamma,,,Finland
56670,,Rosaceae,Pyrus,,,56670,Fitch,Noctuidae,Balsa,malana,,,Nearctic
56806,on deciduous trees,Polyphagous,,,,56806,Hufnagel,Noctuidae,Brachionycha,sphinx,,,Germany
57724,,Juglandaceae,Carya,laciniosa,,57724,Grote,Noctuidae,Catocala,residua,,,Nearctic
56500,,Urticaceae,Urtica,,,56500,Linnaeus,Noctuidae,Autographa,gamma,,,Finland
56672,,Ulmaceae,Ulmus,,,56672,Fitch,Noctuidae,Balsa,malana,,,Nearctic
56807,on leaves,Rosaceae,Crataegus,,,56807,Hufnagel,Noctuidae,Brachionycha,sphinx,,,British Isles
57725,,Juglandaceae,Carya,ovata,,57725,Grote,Noctuidae,Catocala,residua,,,Nearctic
56503,,Leguminosae (P),Vicia,cracca,,56503,Linnaeus,Noctuidae,Autographa,gamma,,,Finland
56674,,Rosaceae,Crataegus,,,56674,Walker,Noctuidae,Balsa,tristrigella,,,Nearctic
56513,on herbaceous plants,Polyphagous,,,,56513,Linnaeus,Noctuidae,Autographa,jota,,,British Isles
57728,,Juglandaceae,Carya,,,57728,Grote,Noctuidae,Catocala,retecta,,,Nearctic
56514,on herbs/shrubs,Polyphagous,,,,56514,Linnaeus,Noctuidae,Autographa,jota,,,Germany
56689,,Compositae,Verbesina,,,56689,Guenée,Noctuidae,Basilodes,pepita,,,Nearctic
56280,,Urticaceae,Urtica,dioica,,56280,Stephens,Noctuidae,Autographa,bimaculata,,,Nearctic
56821,,Caprifoliaceae,Lonicera,,,56821,Guenée,Noctuidae,Brachylomia,onychina,,,Nearctic
57734,,Juglandaceae,Juglans,nigra,,57734,Grote,Noctuidae,Catocala,retecta,,,Nearctic
56519,,Rosaceae,Sorbus,aucuparia,,56519,Eversmann,Noctuidae,Autographa,macrogamma,,,Finland
56282,on herbs,Polyphagous,,,,56282,Stephens,Noctuidae,Autographa,bimaculata,,,Nearctic
56822,,Salicaceae,Populus,,,56822,Strecker,Noctuidae,Brachylomia,populi,,,Nearctic
57740,,Juglandaceae,Carya,,,57740,Strecker,Noctuidae,Catocala,sappho,,,Nearctic
56285,,Urticaceae,Urtica,dioica,,56285,Denis & Schiff.,Noctuidae,Autographa,bractea,,,Finland
57748,,Juglandaceae,Carya,ovata,,57748,Edwards,Noctuidae,Catocala,serena,,,Nearctic
56291,,Compositae,,,,56291,Speyer,Noctuidae,Autographa,californica,,,Nearctic
56829,,Salicaceae,Salix,caprea,,56829,Fabricius,Noctuidae,Brachylomia,viminalis,,,Finland
57756,,Ericaceae,Vaccinium,,,57756,Grote,Noctuidae,Catocala,sordida,,,Nearctic
56301,,Plantaginaceae,,,,56301,Speyer,Noctuidae,Autographa,californica,,,Nearctic
56832,,Salicaceae,Salix,viminalis,,56832,Fabricius,Noctuidae,Brachylomia,viminalis,,,Europe
56305,,Rhamnaceae,,,,56305,Speyer,Noctuidae,Autographa,californica,,,Nearctic
57776,,Juglandaceae,Carya,,,57776,Strecker,Noctuidae,Catocala,ulalume,,,Nearctic
56556,,Verbenaceae,,,,56556,Guenée,Noctuidae,Autographa,precationis,,,Nearctic
56723,,Typhaceae,Typha,,,56723,Walker,Noctuidae,Bellura,densa,,,Nearctic
56309,,Alliaceae,Allium,cepa,,56309,Speyer,Noctuidae,Autographa,californica,,,Nearctic
57782,,Cornaceae,Cornus,florida,,57782,Hübner,Noctuidae,Catocala,ultronia,,,Nearctic
56568,,Labiatae,Mentha,,,56568,Guenée,Noctuidae,Autographa,precationis,,,Nearctic
56316,,Rhamnaceae,Ceanothus,,,56316,Speyer,Noctuidae,Autographa,californica,,,Nearctic
57789,,Rosaceae,Prunus,americana,,57789,Hübner,Noctuidae,Catocala,ultronia,,,Nearctic
56570,,Leguminosae (P),Phaseolus,,,56570,Guenée,Noctuidae,Autographa,precationis,,,Nearctic
56729,,Nymphaeaceae,Nuphar,lutea,variegata,56729,Walker,Noctuidae,Bellura,gortynoides,,,Nearctic
56317,,Chenopodiaceae,Chenopodium,album,,56317,Speyer,Noctuidae,Autographa,californica,,,Nearctic
56573,,Compositae,Taraxacum,officinale,,56573,Guenée,Noctuidae,Autographa,precationis,,,Nearctic
56733,,Typhaceae,Typha,,,56733,Walker,Noctuidae,Bellura,gortynoides,,,Nearctic
56331,,Aquifoliaceae,Ilex,opaca,,56331,Speyer,Noctuidae,Autographa,californica,,,Nearctic
57792,,Rosaceae,Prunus,ilicifolia,,57792,Hübner,Noctuidae,Catocala,ultronia,,,Nearctic
56575,,Verbenaceae,Verbena,,,56575,Guenée,Noctuidae,Autographa,precationis,,,Nearctic
56734,,Nelumbonaceae,Nelumbo,,,56734,Walker,Noctuidae,Bellura,obliqua,,,Nearctic
56335,,Linaceae,Linum,sulcatum,,56335,Speyer,Noctuidae,Autographa,californica,,,Nearctic
57793,,Rosaceae,Prunus,maritima,,57793,Hübner,Noctuidae,Catocala,ultronia,,,Nearctic
56576,on herbs,Polyphagous,,,,56576,Guenée,Noctuidae,Autographa,precationis,,,Nearctic
56344,,Leguminosae (P),Medicago,sativa,sativa,56344,Speyer,Noctuidae,Autographa,californica,,,Nearctic
57795,,Rosaceae,Prunus,serotina,,57795,Hübner,Noctuidae,Catocala,ultronia,,,Nearctic
56581,,Rosaceae,Sorbus,aucuparia,,56581,Haworth,Noctuidae,Autographa,pulchrina,,,Finland
56759,,Compositae,Taraxacum,officinale,,56759,Treitschke,Noctuidae,Blepharita,amica,,,Finland
57797,,Rosaceae,Prunus,virginiana,,57797,Hübner,Noctuidae,Catocala,ultronia,,,Nearctic
56585,,Ericaceae,Vaccinium,uliginosum,,56585,Haworth,Noctuidae,Autographa,pulchrina,,,Finland
56762,,Leguminosae (P),Lathyrus,pratensis,,56762,Denis & Schiff.,Noctuidae,Blepharita,satura,,,Finland
56361,,Caprifoliaceae,Sambucus,nigra,canadensis,56361,Speyer,Noctuidae,Autographa,californica,,,Nearctic
57801,,Fagaceae,Quercus,virginiana,,57801,Hübner,Noctuidae,Catocala,ultronia,,,Nearctic
56590,,Compositae,Taraxacum,officinale,,56590,Ottolengui,Noctuidae,Autographa,rubida,,,Nearctic
56763,,Caprifoliaceae,Lonicera,xylosteum,,56763,Denis & Schiff.,Noctuidae,Blepharita,satura,,,Finland
57803,,Salicaceae,,,,57803,Walker,Noctuidae,Catocala,unijuga,,,Nearctic
56766,,Rosaceae,Prunus,padus,,56766,Denis & Schiff.,Noctuidae,Blepharita,satura,,,Finland
56378,,Compositae,Taraxacum,,,56378,Kretschmar,Noctuidae,Autographa,excelsa,,,Finland
57810,,Salicaceae,Populus,tremuloides,,57810,Walker,Noctuidae,Catocala,unijuga,,,Nearctic
56768,,Crassulaceae,Sedum,telephium,,56768,Denis & Schiff.,Noctuidae,Blepharita,satura,,,Finland
56381,,Compositae,Helianthus,,,56381,Walker,Noctuidae,Autographa,flagellum,,,Nearctic
57820,,Juglandaceae,,,,57820,Smith,Noctuidae,Catocala,vidua,,,Nearctic
56772,,Compositae,Taraxacum,officinale,,56772,Lefèbvre,Noctuidae,Blepharita,sommeri,,,Greenland
56384,,Compositae,,,,56384,Linnaeus,Noctuidae,Autographa,gamma,,,Nearctic
57823,,Juglandaceae,Carya,illinoinensis,,57823,Smith,Noctuidae,Catocala,vidua,,,Nearctic
56399,,Compositae,Artemisia,vulgaris,,56399,Linnaeus,Noctuidae,Autographa,gamma,,,Finland
57849,,Iridaceae,Iris,pseudacorus,,57849,Hübner,Noctuidae,Celaena,leucostigma,,,Finland
56406,,Cruciferae,Brassica,,,56406,Linnaeus,Noctuidae,Autographa,gamma,,,Nearctic
57852,,Typhaceae,Sparganium,,,57852,Hübner,Noctuidae,Celaena,leucostigma,,,Finland
56408,,Cruciferae,Brassica,napus,,56408,Linnaeus,Noctuidae,Autographa,gamma,,,Finland
57855,on leaves/roots,Iridaceae,Iris,pseudacorus,,57855,Hübner,Noctuidae,Celaena,leucostigma,,,British Isles
56827,,Salicaceae,Salix,,,56827,Fabricius,Noctuidae,Brachylomia,viminalis,,,Germany
57856,,Cyperaceae,,,,57856,Grote,Noctuidae,Celaena,reniformis,,,Nearctic
56833,on leaves,Salicaceae,Salix,,,56833,Fabricius,Noctuidae,Brachylomia,viminalis,,,British Isles
56634,,Polygonaceae,Polygonum,,,56634,Linnaeus,Noctuidae,Axylia,putris,,,Finland
56432,,Labiatae,Galeopsis,speciosa,,56432,Linnaeus,Noctuidae,Autographa,gamma,,,Finland
57864,,Gramineae,Deschampsia,cespitosa,,57864,Linnaeus,Noctuidae,Cerapteryx,graminis,,,Finland
57868,,Gramineae,Festuca,rubra,,57868,Linnaeus,Noctuidae,Cerapteryx,graminis,,,Finland
56658,,Malvaceae,Malvaviscus,arboreus,drummondii,56658,Grote,Noctuidae,Bagisara,rectifascia,,,Nearctic
56444,,Compositae,Lactuca,sativa,,56444,Linnaeus,Noctuidae,Autographa,gamma,,,Finland
57872,on leaves,Gramineae,Festuca,ovina,,57872,Linnaeus,Noctuidae,Cerapteryx,graminis,,,British Isles
57875,,Rubiaceae,Galium,,,57875,Denis & Schiff.,Noctuidae,Cerastis,leucographa,,,Finland
56663,,Rosaceae,Amelanchier,canadensis,,56663,Fitch,Noctuidae,Balsa,malana,,,Nearctic
56462,,Scrophulariaceae,Odontites,verna,,56462,Linnaeus,Noctuidae,Autographa,gamma,,,Finland
56964,,Gramineae,,,,56964,Haworth,Noctuidae,Caenurgina,crassiuscula,,,Nearctic
57882,on leaves,Salicaceae,Salix,,,57882,Denis & Schiff.,Noctuidae,Cerastis,leucographa,,,British Isles
56667,,Salicaceae,Populus,,,56667,Fitch,Noctuidae,Balsa,malana,,,Nearctic
56467,,Umbelliferae,Petroselinum,crispum,,56467,Linnaeus,Noctuidae,Autographa,gamma,,,Finland
56968,,Geraniaceae,Erodium,,,56968,Haworth,Noctuidae,Caenurgina,crassiuscula,,,Nearctic
57884,,Betulaceae,Alnus,incana,,57884,Denis & Schiff.,Noctuidae,Cerastis,rubricosa,,,Finland
56673,,Ulmaceae,Ulmus,americana,,56673,Fitch,Noctuidae,Balsa,malana,,,Nearctic
56475,,Polygonaceae,Polygonum,,,56475,Linnaeus,Noctuidae,Autographa,gamma,,,Finland
56979,,Leguminosae (P),Lespedeza,,,56979,Cramer,Noctuidae,Caenurgina,erechtea,,,Nearctic
57888,on herbaceous plants,Polyphagous,,,,57888,Denis & Schiff.,Noctuidae,Cerastis,rubricosa,,,British Isles
56989,in roots/stems,Gramineae,,,,56989,Hufnagel,Noctuidae,Calamia,tridens,,,British Isles
56488,,Solanaceae,Solanum,tuberosum,,56488,Linnaeus,Noctuidae,Autographa,gamma,,,Finland
56494,,Leguminosae (P),Trifolium,hybridum,,56494,Linnaeus,Noctuidae,Autographa,gamma,,,Finland
57898,,Vitaceae,Vitis,vinifera,,57898,Walker,Noctuidae,Cerastis,tenebrifera,,,Nearctic
57900,,Rosaceae,,,,57900,Treitschke,Noctuidae,Cerma,cerintha,,,Nearctic
56498,,Gramineae,Triticum,aestivum,,56498,Linnaeus,Noctuidae,Autographa,gamma,,,Finland
57909,,Rosaceae,Prunus,cerasifera,,57909,Treitschke,Noctuidae,Cerma,cerintha,,,Nearctic
57012,,Ericaceae,Andromeda,polifolia,,57012,Clerck,Noctuidae,Callistege,mi,,,Finland
57014,,Gramineae,Elymus,arenarius,,57014,Clerck,Noctuidae,Callistege,mi,,,Finland
56725,,Nymphaeaceae,Nuphar,,,56725,Walker,Noctuidae,Bellura,gortynoides,,,Nearctic
56511,,Labiatae,Lamium,,,56511,Linnaeus,Noctuidae,Autographa,jota,,,Finland
56730,,Nymphaeaceae,Nymphaea,,,56730,Walker,Noctuidae,Bellura,gortynoides,,,Nearctic
56512,on deciduous trees,Polyphagous,,,,56512,Linnaeus,Noctuidae,Autographa,jota,,,British Isles
57031,,Filicopsida,,,,57031,Ljungh,Noctuidae,Callopistria,caudata,,,Nearctic
56737,,Alismataceae,Sagittaria,,,56737,Walker,Noctuidae,Bellura,obliqua,,,Nearctic
57941,,Fagaceae,Quercus,,,57941,Morrison,Noctuidae,Chaetaglaea,sericea,,,Nearctic
56738,,Typhaceae,Sparganium,,,56738,Walker,Noctuidae,Bellura,obliqua,,,Nearctic
56526,,Ericaceae,Vaccinium,,,56526,Grote & Robinson,Noctuidae,Autographa,mappa,,,Nearctic
57038,,Filicopsida,,,,57038,Guenée,Noctuidae,Callopistria,floridensis,,,Nearctic
56740,,Typhaceae,Typha,,,56740,Walker,Noctuidae,Bellura,obliqua,,,Nearctic
57951,on herbs,Polyphagous,,,,57951,Hufnagel,Noctuidae,Charanyca,trigrammica,,,Germany
56741,,Typhaceae,Typha,latifolia,,56741,Walker,Noctuidae,Bellura,obliqua,,,Nearctic
57050,,Oleandraceae,Nephrolepis,exaltata,,57050,Guenée,Noctuidae,Callopistria,floridensis,,,Nearctic
56969,,Leguminosae (P),Lupinus,,,56969,Haworth,Noctuidae,Caenurgina,crassiuscula,,,Nearctic
56547,,Labiatae,Stachys,palustris,pilosa,56547,Grote,Noctuidae,Autographa,pasiphaea,,,Nearctic
56970,,Leguminosae (P),Lupinus,perennis,,56970,Haworth,Noctuidae,Caenurgina,crassiuscula,,,Nearctic
56548,,Chenopodiaceae,,,,56548,Guenée,Noctuidae,Autographa,precationis,,,Nearctic
56750,on herbs,Polyphagous,,,,56750,Esper,Noctuidae,Blepharita,adusta,,,Germany
56973,,Gramineae,,,,56973,Cramer,Noctuidae,Caenurgina,erechtea,,,Nearctic
56549,,Compositae,,,,56549,Guenée,Noctuidae,Autographa,precationis,,,Nearctic
56753,,Umbelliferae,Heracleum,sphondylium,,56753,Treitschke,Noctuidae,Blepharita,amica,,,Finland
56550,,Convolvulaceae,,,,56550,Guenée,Noctuidae,Autographa,precationis,,,Nearctic
56754,,Compositae,Lactuca,sativa,,56754,Treitschke,Noctuidae,Blepharita,amica,,,Finland
56551,,Cruciferae,,,,56551,Guenée,Noctuidae,Autographa,precationis,,,Nearctic
56761,,Ranunculaceae,Actaea,spicata,,56761,Denis & Schiff.,Noctuidae,Blepharita,satura,,,Finland
56987,,Gramineae,Festuca,,,56987,Hufnagel,Noctuidae,Calamia,tridens,,,Finland
56554,,Plantaginaceae,,,,56554,Guenée,Noctuidae,Autographa,precationis,,,Nearctic
56769,,Leguminosae (P),Trifolium,pratense,,56769,Denis & Schiff.,Noctuidae,Blepharita,satura,,,Finland
56555,,Umbelliferae,,,,56555,Guenée,Noctuidae,Autographa,precationis,,,Nearctic
57991,,Guttiferae,Hypericum,,,57991,Denis & Schiff.,Noctuidae,Chloantha,hyperici,,,Finland
56770,,Polyphagous,,,,56770,Boisduval,Noctuidae,Blepharita,solieri,,,France
56561,,Chenopodiaceae,Chenopodium,album,,56561,Guenée,Noctuidae,Autographa,precationis,,,Nearctic
57992,,Guttiferae,Hypericum,maculatum,,57992,Denis & Schiff.,Noctuidae,Chloantha,hyperici,,,Finland
56562,,Compositae,Cirsium,,,56562,Guenée,Noctuidae,Autographa,precationis,,,Nearctic
57993,,Guttiferae,Hypericum,perforatum,,57993,Denis & Schiff.,Noctuidae,Chloantha,hyperici,,,Finland
56578,,Caprifoliaceae,Lonicera,,,56578,Haworth,Noctuidae,Autographa,pulchrina,,,British Isles
